Transaction_ID,Date,Month,Year,Day_Name,Category,Subcategory,Description,Payment_Method,Bank_Account,City,Income,Expense,Balance_Type,Budget,Savings_Goal,Transaction_Type,Remarks
TX10173,2025-06-16,June,2025,Monday,Food,Snacks,Regular Transaction,Debit Card,HDFC,Delhi,0,2417,Expense,2507,100000,Expense,Regular transaction
TX10174,2025-06-17,June,2025,Tuesday,Transport,Taxi,Regular Transaction,UPI,ICICI,Jaipur,0,2124,Expense,2178,100000,Expense,Regular transaction
TX10175,2025-06-18,June,2025,Wednesday,Health,Gym,Regular Transaction,UPI,ICICI,Jaipur,0,2555,Expense,6298,100000,Expense,Regular transaction
TX10176,2025-06-19,June,2025,Thursday,Health,Doctor Visit,Regular Transaction,Debit Card,PNB,Bengaluru,0,2242,Expense,4850,100000,Expense,Regular transaction
TX10177,2025-06-20,June,2025,Friday,Education,Course,Regular Transaction,Debit Card,ICICI,Jaipur,0,629,Expense,4215,100000,Expense,Regular transaction
TX10178,2025-06-21,June,2025,Saturday,Health,Doctor Visit,Regular Transaction,Net Banking,HDFC,Pune,0,2441,Expense,2336,100000,Expense,Regular transaction
TX10179,2025-06-22,June,2025,Sunday,Health,Medicine,Regular Transaction,Debit Card,SBI,Mumbai,0,2792,Expense,2334,100000,Expense,Regular transaction
TX10180,2025-06-23,June,2025,Monday,Education,Exam Fee,Regular Transaction,Debit Card,ICICI,Delhi,0,456,Expense,4878,100000,Expense,Regular transaction
TX10181,2025-06-24,June,2025,Tuesday,Health,Doctor Visit,Regular Transaction,UPI,HDFC,Pune,0,1280,Expense,6790,100000,Expense,Regular transaction
TX10182,2025-06-25,June,2025,Wednesday,Entertainment,Gaming,Regular Transaction,Net Banking,HDFC,Bengaluru,0,2082,Expense,5213,100000,Expense,Regular transaction
TX10183,2025-06-26,June,2025,Thursday,Education,Exam Fee,Regular Transaction,UPI,ICICI,Bengaluru,0,774,Expense,2421,100000,Expense,Regular transaction
TX10184,2025-06-27,June,2025,Friday,Food,Groceries,Regular Transaction,Cash,ICICI,Bengaluru,0,1487,Expense,3453,100000,Expense,Regular transaction
TX10185,2025-06-28,June,2025,Saturday,Education,Books,Regular Transaction,UPI,HDFC,Delhi,0,1494,Expense,5151,100000,Expense,Regular transaction
TX10186,2025-06-29,June,2025,Sunday,Shopping,Clothes,Regular Transaction,Net Banking,PNB,Mumbai,0,518,Expense,5664,100000,Expense,Regular transaction
TX10187,2025-06-30,June,2025,Monday,Shopping,Clothes,Regular Transaction,UPI,SBI,Jaipur,0,1686,Expense,5796,100000,Expense,Regular transaction
TX10188,2025-07-01,July,2025,Tuesday,Salary,Monthly Salary,Salary Credited,Bank Transfer,SBI,Jaipur,30000,0,Income,0,100000,Income,Monthly salary
TX10189,2025-07-01,July,2025,Tuesday,Shopping,Electronics,Regular Transaction,Debit Card,PNB,Jaipur,0,1899,Expense,4831,100000,Expense,Regular transaction
TX10190,2025-07-02,July,2025,Wednesday,Shopping,Electronics,Regular Transaction,Credit Card,PNB,Delhi,0,613,Expense,3474,100000,Expense,Regular transaction
TX10191,2025-07-03,July,2025,Thursday,Transport,Petrol,Regular Transaction,UPI,SBI,Bengaluru,0,610,Expense,2467,100000,Expense,Regular transaction
TX10192,2025-07-04,July,2025,Friday,Shopping,Clothes,Regular Transaction,Cash,SBI,Delhi,0,2402,Expense,3578,100000,Expense,Regular transaction
TX10193,2025-07-05,July,2025,Saturday,Transport,Bus,Regular Transaction,Net Banking,PNB,Mumbai,0,2265,Expense,2380,100000,Expense,Regular transaction
TX10194,2025-07-06,July,2025,Sunday,Bills,Mobile Recharge,Regular Transaction,Cash,PNB,Jaipur,0,2459,Expense,5340,100000,Expense,Regular transaction
TX10195,2025-07-07,July,2025,Monday,Transport,Bus,Regular Transaction,Credit Card,ICICI,Mumbai,0,232,Expense,3628,100000,Expense,Regular transaction
TX10196,2025-07-08,July,2025,Tuesday,Health,Medicine,Regular Transaction,Net Banking,ICICI,Bengaluru,0,789,Expense,6319,100000,Expense,Regular transaction
TX10197,2025-07-09,July,2025,Wednesday,Shopping,Accessories,Regular Transaction,Debit Card,ICICI,Jaipur,0,257,Expense,2970,100000,Expense,Regular transaction
TX10198,2025-07-10,July,2025,Thursday,Food,Restaurant,Regular Transaction,UPI,ICICI,Mumbai,0,1734,Expense,3977,100000,Expense,Regular transaction
TX10199,2025-07-11,July,2025,Friday,Food,Snacks,Regular Transaction,Net Banking,SBI,Mumbai,0,2577,Expense,2937,100000,Expense,Regular transaction
TX10200,2025-07-12,July,2025,Saturday,Health,Doctor Visit,Regular Transaction,Cash,ICICI,Jaipur,0,1603,Expense,3445,100000,Expense,Regular transaction
TX10201,2025-07-13,July,2025,Sunday,Shopping,Accessories,Regular Transaction,Net Banking,HDFC,Mumbai,0,1537,Expense,5928,100000,Expense,Regular transaction
TX10202,2025-07-14,July,2025,Monday,Shopping,Clothes,Regular Transaction,Cash,ICICI,Pune,0,1919,Expense,4722,100000,Expense,Regular transaction
TX10203,2025-07-15,July,2025,Tuesday,Transport,Taxi,Regular Transaction,Credit Card,PNB,Jaipur,0,2770,Expense,6954,100000,Expense,Regular transaction
TX10204,2025-07-16,July,2025,Wednesday,Entertainment,Gaming,Regular Transaction,UPI,HDFC,Jaipur,0,1084,Expense,2940,100000,Expense,Regular transaction
TX10205,2025-07-17,July,2025,Thursday,Bills,Electricity,Regular Transaction,Cash,HDFC,Pune,0,570,Expense,4077,100000,Expense,Regular transaction
TX10206,2025-07-18,July,2025,Friday,Health,Gym,Regular Transaction,UPI,ICICI,Delhi,0,2729,Expense,2132,100000,Expense,Regular transaction
TX10207,2025-07-19,July,2025,Saturday,Bills,Mobile Recharge,Regular Transaction,Cash,HDFC,Mumbai,0,1557,Expense,6160,100000,Expense,Regular transaction
TX10208,2025-07-20,July,2025,Sunday,Food,Snacks,Regular Transaction,UPI,HDFC,Mumbai,0,360,Expense,6258,100000,Expense,Regular transaction
TX10209,2025-07-21,July,2025,Monday,Food,Snacks,Regular Transaction,Net Banking,SBI,Pune,0,228,Expense,5115,100000,Expense,Regular transaction
TX10210,2025-07-22,July,2025,Tuesday,Education,Exam Fee,Regular Transaction,Credit Card,HDFC,Delhi,0,179,Expense,5253,100000,Expense,Regular transaction
TX10211,2025-07-23,July,2025,Wednesday,Entertainment,Movie,Regular Transaction,Cash,HDFC,Bengaluru,0,392,Expense,4221,100000,Expense,Regular transaction
TX10212,2025-07-24,July,2025,Thursday,Bills,Mobile Recharge,Regular Transaction,UPI,PNB,Mumbai,0,251,Expense,5600,100000,Expense,Regular transaction
TX10213,2025-07-25,July,2025,Friday,Entertainment,Streaming,Regular Transaction,Cash,SBI,Delhi,0,2150,Expense,4390,100000,Expense,Regular transaction
TX10214,2025-07-26,July,2025,Saturday,Education,Course,Regular Transaction,UPI,ICICI,Pune,0,2103,Expense,5758,100000,Expense,Regular transaction
TX10215,2025-07-27,July,2025,Sunday,Shopping,Clothes,Regular Transaction,UPI,HDFC,Pune,0,1482,Expense,6738,100000,Expense,Regular transaction
TX10216,2025-07-28,July,2025,Monday,Bills,Internet,Regular Transaction,Debit Card,ICICI,Jaipur,0,1899,Expense,5442,100000,Expense,Regular transaction
TX10217,2025-07-29,July,2025,Tuesday,Health,Medicine,Regular Transaction,Credit Card,SBI,Bengaluru,0,2516,Expense,3526,100000,Expense,Regular transaction
TX10218,2025-07-30,July,2025,Wednesday,Bills,Electricity,Regular Transaction,Credit Card,PNB,Jaipur,0,527,Expense,2386,100000,Expense,Regular transaction
TX10219,2025-07-31,July,2025,Thursday,Food,Groceries,Regular Transaction,Credit Card,PNB,Delhi,0,961,Expense,5494,100000,Expense,Regular transaction
TX10220,2025-08-01,August,2025,Friday,Salary,Monthly Salary,Salary Credited,Bank Transfer,PNB,Pune,30000,0,Income,0,100000,Income,Monthly salary
TX10221,2025-08-01,August,2025,Friday,Entertainment,Movie,Regular Transaction,Cash,SBI,Mumbai,0,1980,Expense,3902,100000,Expense,Regular transaction
TX10222,2025-08-02,August,2025,Saturday,Food,Restaurant,Regular Transaction,Net Banking,SBI,Delhi,0,624,Expense,2362,100000,Expense,Regular transaction
TX10223,2025-08-03,August,2025,Sunday,Entertainment,Movie,Regular Transaction,Debit Card,SBI,Delhi,0,1018,Expense,2120,100000,Expense,Regular transaction
TX10224,2025-08-04,August,2025,Monday,Food,Restaurant,Regular Transaction,UPI,ICICI,Delhi,0,433,Expense,2081,100000,Expense,Regular transaction
TX10225,2025-08-05,August,2025,Tuesday,Education,Exam Fee,Regular Transaction,Credit Card,PNB,Mumbai,0,2529,Expense,4299,100000,Expense,Regular transaction
TX10226,2025-08-06,August,2025,Wednesday,Education,Course,Regular Transaction,UPI,HDFC,Delhi,0,2869,Expense,4394,100000,Expense,Regular transaction
TX10227,2025-08-07,August,2025,Thursday,Education,Books,Regular Transaction,Credit Card,SBI,Mumbai,0,2212,Expense,3282,100000,Expense,Regular transaction
TX10228,2025-08-08,August,2025,Friday,Bills,Electricity,Regular Transaction,Net Banking,PNB,Pune,0,850,Expense,6680,100000,Expense,Regular transaction
TX10229,2025-08-09,August,2025,Saturday,Entertainment,Streaming,Regular Transaction,Net Banking,SBI,Delhi,0,632,Expense,6226,100000,Expense,Regular transaction
TX10230,2025-08-10,August,2025,Sunday,Food,Restaurant,Regular Transaction,Debit Card,PNB,Bengaluru,0,1006,Expense,2860,100000,Expense,Regular transaction
TX10231,2025-08-11,August,2025,Monday,Food,Restaurant,Regular Transaction,UPI,ICICI,Delhi,0,2437,Expense,5271,100000,Expense,Regular transaction
TX10232,2025-08-12,August,2025,Tuesday,Education,Exam Fee,Regular Transaction,Debit Card,ICICI,Pune,0,1011,Expense,5508,100000,Expense,Regular transaction
TX10233,2025-08-13,August,2025,Wednesday,Health,Gym,Regular Transaction,Credit Card,HDFC,Bengaluru,0,1629,Expense,2060,100000,Expense,Regular transaction
TX10234,2025-08-14,August,2025,Thursday,Transport,Petrol,Regular Transaction,Debit Card,SBI,Delhi,0,1661,Expense,4044,100000,Expense,Regular transaction
TX10235,2025-08-15,August,2025,Friday,Bills,Internet,Regular Transaction,UPI,HDFC,Delhi,0,1581,Expense,4085,100000,Expense,Regular transaction
TX10236,2025-08-16,August,2025,Saturday,Education,Course,Regular Transaction,Credit Card,PNB,Bengaluru,0,2561,Expense,6344,100000,Expense,Regular transaction
TX10237,2025-08-17,August,2025,Sunday,Food,Restaurant,Regular Transaction,Debit Card,SBI,Delhi,0,2736,Expense,3385,100000,Expense,Regular transaction
TX10238,2025-08-18,August,2025,Monday,Shopping,Clothes,Regular Transaction,Debit Card,HDFC,Bengaluru,0,1906,Expense,2780,100000,Expense,Regular transaction
TX10239,2025-08-19,August,2025,Tuesday,Bills,Electricity,Regular Transaction,Debit Card,ICICI,Delhi,0,2056,Expense,6842,100000,Expense,Regular transaction
TX10240,2025-08-20,August,2025,Wednesday,Health,Doctor Visit,Regular Transaction,Cash,HDFC,Mumbai,0,2976,Expense,6311,100000,Expense,Regular transaction
TX10241,2025-08-21,August,2025,Thursday,Education,Books,Regular Transaction,Debit Card,SBI,Delhi,0,437,Expense,6388,100000,Expense,Regular transaction
TX10242,2025-08-22,August,2025,Friday,Entertainment,Movie,Regular Transaction,Cash,HDFC,Jaipur,0,1672,Expense,2092,100000,Expense,Regular transaction
TX10243,2025-08-23,August,2025,Saturday,Shopping,Clothes,Regular Transaction,Credit Card,HDFC,Pune,0,698,Expense,5813,100000,Expense,Regular transaction
TX10244,2025-08-24,August,2025,Sunday,Food,Groceries,Regular Transaction,Net Banking,PNB,Jaipur,0,2786,Expense,3008,100000,Expense,Regular transaction
TX10245,2025-08-25,August,2025,Monday,Food,Groceries,Regular Transaction,UPI,ICICI,Bengaluru,0,1312,Expense,6224,100000,Expense,Regular transaction
TX10246,2025-08-26,August,2025,Tuesday,Food,Restaurant,Regular Transaction,Debit Card,ICICI,Delhi,0,279,Expense,3556,100000,Expense,Regular transaction
TX10247,2025-08-27,August,2025,Wednesday,Bills,Electricity,Regular Transaction,Debit Card,PNB,Delhi,0,1284,Expense,6864,100000,Expense,Regular transaction
TX10248,2025-08-28,August,2025,Thursday,Bills,Electricity,Regular Transaction,Credit Card,ICICI,Bengaluru,0,2813,Expense,2355,100000,Expense,Regular transaction
TX10249,2025-08-29,August,2025,Friday,Bills,Electricity,Regular Transaction,Cash,ICICI,Jaipur,0,2925,Expense,6788,100000,Expense,Regular transaction
TX10250,2025-08-30,August,2025,Saturday,Shopping,Electronics,Regular Transaction,UPI,HDFC,Jaipur,0,1156,Expense,4642,100000,Expense,Regular transaction
TX10251,2025-08-31,August,2025,Sunday,Health,Medicine,Regular Transaction,Debit Card,PNB,Jaipur,0,2461,Expense,2395,100000,Expense,Regular transaction
TX10252,2025-09-01,September,2025,Monday,Salary,Monthly Salary,Salary Credited,Bank Transfer,ICICI,Jaipur,30000,0,Income,0,100000,Income,Monthly salary
TX10253,2025-09-01,September,2025,Monday,Health,Gym,Regular Transaction,Debit Card,PNB,Bengaluru,0,2151,Expense,3219,100000,Expense,Regular transaction
TX10254,2025-09-02,September,2025,Tuesday,Transport,Petrol,Regular Transaction,Debit Card,ICICI,Jaipur,0,2814,Expense,6264,100000,Expense,Regular transaction
TX10255,2025-09-03,September,2025,Wednesday,Transport,Petrol,Regular Transaction,Debit Card,PNB,Mumbai,0,2461,Expense,6776,100000,Expense,Regular transaction
TX10256,2025-09-04,September,2025,Thursday,Health,Doctor Visit,Regular Transaction,Net Banking,PNB,Bengaluru,0,1701,Expense,6789,100000,Expense,Regular transaction
TX10257,2025-09-05,September,2025,Friday,Health,Doctor Visit,Regular Transaction,Cash,PNB,Jaipur,0,989,Expense,5497,100000,Expense,Regular transaction
TX10258,2025-09-06,September,2025,Saturday,Food,Snacks,Regular Transaction,Cash,HDFC,Bengaluru,0,173,Expense,6574,100000,Expense,Regular transaction
TX10259,2025-09-07,September,2025,Sunday,Transport,Bus,Regular Transaction,Debit Card,HDFC,Jaipur,0,2906,Expense,3982,100000,Expense,Regular transaction
TX10260,2025-09-08,September,2025,Monday,Education,Exam Fee,Regular Transaction,Cash,SBI,Bengaluru,0,1689,Expense,2185,100000,Expense,Regular transaction
TX10261,2025-09-09,September,2025,Tuesday,Food,Snacks,Regular Transaction,Net Banking,SBI,Bengaluru,0,1487,Expense,6602,100000,Expense,Regular transaction
TX10262,2025-09-10,September,2025,Wednesday,Entertainment,Movie,Regular Transaction,Credit Card,PNB,Mumbai,0,1882,Expense,3029,100000,Expense,Regular transaction
TX10263,2025-09-11,September,2025,Thursday,Food,Restaurant,Regular Transaction,Credit Card,HDFC,Mumbai,0,1806,Expense,2600,100000,Expense,Regular transaction
TX10264,2025-09-12,September,2025,Friday,Entertainment,Movie,Regular Transaction,Credit Card,PNB,Bengaluru,0,2206,Expense,4760,100000,Expense,Regular transaction
TX10265,2025-09-13,September,2025,Saturday,Entertainment,Gaming,Regular Transaction,Net Banking,ICICI,Mumbai,0,1653,Expense,2035,100000,Expense,Regular transaction
TX10266,2025-09-14,September,2025,Sunday,Transport,Taxi,Regular Transaction,Debit Card,ICICI,Jaipur,0,1866,Expense,6073,100000,Expense,Regular transaction
TX10267,2025-09-15,September,2025,Monday,Entertainment,Streaming,Regular Transaction,Credit Card,HDFC,Delhi,0,2563,Expense,4978,100000,Expense,Regular transaction
TX10268,2025-09-16,September,2025,Tuesday,Bills,Internet,Regular Transaction,Debit Card,HDFC,Jaipur,0,2967,Expense,3823,100000,Expense,Regular transaction
TX10269,2025-09-17,September,2025,Wednesday,Shopping,Clothes,Regular Transaction,Net Banking,ICICI,Delhi,0,1270,Expense,5282,100000,Expense,Regular transaction
TX10270,2025-09-18,September,2025,Thursday,Food,Restaurant,Regular Transaction,Debit Card,HDFC,Bengaluru,0,1423,Expense,6932,100000,Expense,Regular transaction
TX10271,2025-09-19,September,2025,Friday,Bills,Mobile Recharge,Regular Transaction,Credit Card,SBI,Mumbai,0,1265,Expense,4914,100000,Expense,Regular transaction
TX10272,2025-09-20,September,2025,Saturday,Shopping,Accessories,Regular Transaction,Cash,PNB,Delhi,0,2647,Expense,6768,100000,Expense,Regular transaction
TX10273,2025-09-21,September,2025,Sunday,Bills,Electricity,Regular Transaction,UPI,HDFC,Jaipur,0,2794,Expense,6489,100000,Expense,Regular transaction
TX10274,2025-09-22,September,2025,Monday,Entertainment,Gaming,Regular Transaction,Cash,ICICI,Pune,0,2471,Expense,6309,100000,Expense,Regular transaction
TX10275,2025-09-23,September,2025,Tuesday,Health,Gym,Regular Transaction,UPI,HDFC,Delhi,0,410,Expense,4146,100000,Expense,Regular transaction
TX10276,2025-09-24,September,2025,Wednesday,Bills,Mobile Recharge,Regular Transaction,Credit Card,PNB,Jaipur,0,2513,Expense,6484,100000,Expense,Regular transaction
TX10277,2025-09-25,September,2025,Thursday,Health,Gym,Regular Transaction,Net Banking,SBI,Delhi,0,244,Expense,3542,100000,Expense,Regular transaction
TX10278,2025-09-26,September,2025,Friday,Transport,Petrol,Regular Transaction,UPI,SBI,Jaipur,0,2071,Expense,6695,100000,Expense,Regular transaction
TX10279,2025-09-27,September,2025,Saturday,Shopping,Electronics,Regular Transaction,UPI,PNB,Pune,0,1029,Expense,4759,100000,Expense,Regular transaction
TX10280,2025-09-28,September,2025,Sunday,Bills,Internet,Regular Transaction,UPI,HDFC,Jaipur,0,2356,Expense,3152,100000,Expense,Regular transaction
TX10281,2025-09-29,September,2025,Monday,Transport,Petrol,Regular Transaction,Net Banking,HDFC,Pune,0,2720,Expense,6900,100000,Expense,Regular transaction
TX10282,2025-09-30,September,2025,Tuesday,Shopping,Accessories,Regular Transaction,Credit Card,ICICI,Delhi,0,339,Expense,6833,100000,Expense,Regular transaction
TX10283,2025-10-01,October,2025,Wednesday,Salary,Monthly Salary,Salary Credited,Bank Transfer,ICICI,Delhi,30000,0,Income,0,100000,Income,Monthly salary
TX10284,2025-10-01,October,2025,Wednesday,Food,Snacks,Regular Transaction,Debit Card,PNB,Jaipur,0,1318,Expense,4183,100000,Expense,Regular transaction
TX10285,2025-10-02,October,2025,Thursday,Food,Restaurant,Regular Transaction,Debit Card,PNB,Delhi,0,1344,Expense,6474,100000,Expense,Regular transaction
TX10286,2025-10-03,October,2025,Friday,Transport,Bus,Regular Transaction,Cash,SBI,Delhi,0,1810,Expense,3713,100000,Expense,Regular transaction
TX10287,2025-10-04,October,2025,Saturday,Transport,Bus,Regular Transaction,Debit Card,PNB,Delhi,0,687,Expense,3058,100000,Expense,Regular transaction
TX10288,2025-10-05,October,2025,Sunday,Health,Gym,Regular Transaction,Debit Card,HDFC,Jaipur,0,1719,Expense,3683,100000,Expense,Regular transaction
TX10289,2025-10-06,October,2025,Monday,Entertainment,Gaming,Regular Transaction,Credit Card,PNB,Jaipur,0,904,Expense,3797,100000,Expense,Regular transaction
TX10290,2025-10-07,October,2025,Tuesday,Transport,Petrol,Regular Transaction,UPI,ICICI,Mumbai,0,443,Expense,5232,100000,Expense,Regular transaction
TX10291,2025-10-08,October,2025,Wednesday,Health,Gym,Regular Transaction,Debit Card,SBI,Delhi,0,628,Expense,6742,100000,Expense,Regular transaction
TX10292,2025-10-09,October,2025,Thursday,Education,Course,Regular Transaction,Cash,ICICI,Bengaluru,0,2332,Expense,5647,100000,Expense,Regular transaction
TX10293,2025-10-10,October,2025,Friday,Education,Exam Fee,Regular Transaction,Credit Card,HDFC,Bengaluru,0,2925,Expense,2532,100000,Expense,Regular transaction
TX10294,2025-10-11,October,2025,Saturday,Bills,Electricity,Regular Transaction,UPI,PNB,Mumbai,0,1774,Expense,4685,100000,Expense,Regular transaction
TX10295,2025-10-12,October,2025,Sunday,Food,Restaurant,Regular Transaction,Debit Card,ICICI,Jaipur,0,1027,Expense,4191,100000,Expense,Regular transaction
TX10296,2025-10-13,October,2025,Monday,Health,Medicine,Regular Transaction,Cash,ICICI,Bengaluru,0,2970,Expense,4625,100000,Expense,Regular transaction
TX10297,2025-10-14,October,2025,Tuesday,Food,Groceries,Regular Transaction,Debit Card,HDFC,Bengaluru,0,1813,Expense,3217,100000,Expense,Regular transaction
TX10298,2025-10-15,October,2025,Wednesday,Food,Groceries,Regular Transaction,Debit Card,HDFC,Bengaluru,0,2390,Expense,2131,100000,Expense,Regular transaction
TX10299,2025-10-16,October,2025,Thursday,Education,Books,Regular Transaction,Cash,PNB,Bengaluru,0,537,Expense,4592,100000,Expense,Regular transaction
TX10300,2025-10-17,October,2025,Friday,Food,Snacks,Regular Transaction,UPI,SBI,Bengaluru,0,2039,Expense,5007,100000,Expense,Regular transaction
TX10301,2025-10-18,October,2025,Saturday,Shopping,Electronics,Regular Transaction,Credit Card,PNB,Pune,0,2362,Expense,4557,100000,Expense,Regular transaction
TX10302,2025-10-19,October,2025,Sunday,Health,Gym,Regular Transaction,Net Banking,SBI,Jaipur,0,2581,Expense,5031,100000,Expense,Regular transaction
TX10303,2025-10-20,October,2025,Monday,Health,Doctor Visit,Regular Transaction,Cash,HDFC,Jaipur,0,2111,Expense,3187,100000,Expense,Regular transaction
TX10304,2025-10-21,October,2025,Tuesday,Food,Groceries,Regular Transaction,Cash,SBI,Pune,0,2119,Expense,2562,100000,Expense,Regular transaction
TX10305,2025-10-22,October,2025,Wednesday,Entertainment,Movie,Regular Transaction,UPI,SBI,Pune,0,930,Expense,3260,100000,Expense,Regular transaction
TX10306,2025-10-23,October,2025,Thursday,Health,Gym,Regular Transaction,UPI,SBI,Mumbai,0,2093,Expense,2216,100000,Expense,Regular transaction
TX10307,2025-10-24,October,2025,Friday,Food,Groceries,Regular Transaction,UPI,PNB,Bengaluru,0,689,Expense,6798,100000,Expense,Regular transaction
TX10308,2025-10-25,October,2025,Saturday,Shopping,Accessories,Regular Transaction,Cash,PNB,Delhi,0,2969,Expense,4908,100000,Expense,Regular transaction
TX10309,2025-10-26,October,2025,Sunday,Education,Course,Regular Transaction,Debit Card,PNB,Bengaluru,0,489,Expense,4336,100000,Expense,Regular transaction
TX10310,2025-10-27,October,2025,Monday,Health,Gym,Regular Transaction,Cash,ICICI,Bengaluru,0,237,Expense,6341,100000,Expense,Regular transaction
TX10311,2025-10-28,October,2025,Tuesday,Shopping,Electronics,Regular Transaction,UPI,SBI,Jaipur,0,628,Expense,6040,100000,Expense,Regular transaction
TX10312,2025-10-29,October,2025,Wednesday,Shopping,Clothes,Regular Transaction,Debit Card,SBI,Pune,0,1015,Expense,4996,100000,Expense,Regular transaction
TX10313,2025-10-30,October,2025,Thursday,Transport,Petrol,Regular Transaction,Debit Card,HDFC,Pune,0,2423,Expense,2931,100000,Expense,Regular transaction
TX10314,2025-10-31,October,2025,Friday,Education,Course,Regular Transaction,UPI,SBI,Bengaluru,0,2031,Expense,6265,100000,Expense,Regular transaction
TX10315,2025-11-01,November,2025,Saturday,Salary,Monthly Salary,Salary Credited,Bank Transfer,SBI,Delhi,30000,0,Income,0,100000,Income,Monthly salary
TX10316,2025-11-01,November,2025,Saturday,Entertainment,Gaming,Regular Transaction,Net Banking,HDFC,Delhi,0,940,Expense,5517,100000,Expense,Regular transaction
TX10317,2025-11-02,November,2025,Sunday,Health,Doctor Visit,Regular Transaction,Debit Card,ICICI,Delhi,0,424,Expense,4552,100000,Expense,Regular transaction
TX10318,2025-11-03,November,2025,Monday,Transport,Bus,Regular Transaction,Cash,SBI,Pune,0,571,Expense,6767,100000,Expense,Regular transaction
TX10319,2025-11-04,November,2025,Tuesday,Entertainment,Movie,Regular Transaction,Net Banking,HDFC,Mumbai,0,2000,Expense,2138,100000,Expense,Regular transaction
TX10320,2025-11-05,November,2025,Wednesday,Transport,Taxi,Regular Transaction,Credit Card,ICICI,Delhi,0,2689,Expense,3264,100000,Expense,Regular transaction
TX10321,2025-11-06,November,2025,Thursday,Transport,Taxi,Regular Transaction,Cash,SBI,Mumbai,0,200,Expense,5797,100000,Expense,Regular transaction
TX10322,2025-11-07,November,2025,Friday,Transport,Bus,Regular Transaction,Cash,ICICI,Delhi,0,2510,Expense,2746,100000,Expense,Regular transaction
TX10323,2025-11-08,November,2025,Saturday,Shopping,Electronics,Regular Transaction,UPI,SBI,Mumbai,0,1025,Expense,5655,100000,Expense,Regular transaction
TX10324,2025-11-09,November,2025,Sunday,Education,Exam Fee,Regular Transaction,Credit Card,SBI,Mumbai,0,126,Expense,6378,100000,Expense,Regular transaction
TX10325,2025-11-10,November,2025,Monday,Health,Gym,Regular Transaction,UPI,SBI,Jaipur,0,2682,Expense,6152,100000,Expense,Regular transaction
TX10326,2025-11-11,November,2025,Tuesday,Transport,Bus,Regular Transaction,Credit Card,PNB,Pune,0,1537,Expense,6449,100000,Expense,Regular transaction
TX10327,2025-11-12,November,2025,Wednesday,Entertainment,Movie,Regular Transaction,Cash,SBI,Pune,0,1295,Expense,6284,100000,Expense,Regular transaction
TX10328,2025-11-13,November,2025,Thursday,Transport,Taxi,Regular Transaction,Cash,HDFC,Jaipur,0,807,Expense,3124,100000,Expense,Regular transaction
TX10329,2025-11-14,November,2025,Friday,Health,Medicine,Regular Transaction,Debit Card,HDFC,Pune,0,1418,Expense,4609,100000,Expense,Regular transaction
TX10330,2025-11-15,November,2025,Saturday,Food,Restaurant,Regular Transaction,Credit Card,ICICI,Bengaluru,0,548,Expense,3844,100000,Expense,Regular transaction
TX10331,2025-11-16,November,2025,Sunday,Transport,Bus,Regular Transaction,Net Banking,ICICI,Bengaluru,0,1788,Expense,6924,100000,Expense,Regular transaction
TX10332,2025-11-17,November,2025,Monday,Shopping,Clothes,Regular Transaction,Debit Card,HDFC,Pune,0,1596,Expense,4462,100000,Expense,Regular transaction
TX10333,2025-11-18,November,2025,Tuesday,Entertainment,Gaming,Regular Transaction,Debit Card,ICICI,Pune,0,1345,Expense,5126,100000,Expense,Regular transaction
TX10334,2025-11-19,November,2025,Wednesday,Entertainment,Streaming,Regular Transaction,UPI,PNB,Pune,0,395,Expense,6748,100000,Expense,Regular transaction
TX10335,2025-11-20,November,2025,Thursday,Shopping,Electronics,Regular Transaction,UPI,SBI,Delhi,0,656,Expense,5565,100000,Expense,Regular transaction
TX10336,2025-11-21,November,2025,Friday,Entertainment,Movie,Regular Transaction,Credit Card,HDFC,Mumbai,0,1101,Expense,6737,100000,Expense,Regular transaction
TX10337,2025-11-22,November,2025,Saturday,Bills,Internet,Regular Transaction,Cash,HDFC,Bengaluru,0,231,Expense,2136,100000,Expense,Regular transaction
TX10338,2025-11-23,November,2025,Sunday,Education,Exam Fee,Regular Transaction,Debit Card,HDFC,Delhi,0,207,Expense,4409,100000,Expense,Regular transaction
TX10339,2025-11-24,November,2025,Monday,Education,Exam Fee,Regular Transaction,Net Banking,PNB,Jaipur,0,665,Expense,2116,100000,Expense,Regular transaction
TX10340,2025-11-25,November,2025,Tuesday,Transport,Bus,Regular Transaction,UPI,PNB,Jaipur,0,1907,Expense,3126,100000,Expense,Regular transaction
TX10341,2025-11-26,November,2025,Wednesday,Bills,Electricity,Regular Transaction,Debit Card,SBI,Bengaluru,0,233,Expense,5762,100000,Expense,Regular transaction
TX10342,2025-11-27,November,2025,Thursday,Entertainment,Streaming,Regular Transaction,Debit Card,SBI,Bengaluru,0,956,Expense,2993,100000,Expense,Regular transaction
TX10343,2025-11-28,November,2025,Friday,Shopping,Clothes,Regular Transaction,Credit Card,HDFC,Delhi,0,771,Expense,5062,100000,Expense,Regular transaction
TX10344,2025-11-29,November,2025,Saturday,Shopping,Accessories,Regular Transaction,Cash,HDFC,Bengaluru,0,2117,Expense,3919,100000,Expense,Regular transaction
TX10345,2025-11-30,November,2025,Sunday,Food,Groceries,Regular Transaction,Cash,PNB,Bengaluru,0,2279,Expense,6241,100000,Expense,Regular transaction
